tweet_clean,Tweet,sentiment,sentiment_scores,neg,neu,pos,compound,sentiment_label,text_processed_raw,text_processed
"['change', 'someone s', 'life', 'ramadan', 'mubarak', 'challenge', 'group', 'lucky', 'people', 'give', 'free', 'like', 'rt', 'post', 'comment', 'done', 'join', 'group', 'start', 'soon', 'sacred', 'fast', 'ends']",change someone s life ramadan mubarak challenge group lucky people give free like rt post comment done join group start soon sacred fast ends,2,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.8779}",0.0,0.611,0.389,0.8779,neutral,change someone s life ramadan mubarak challenge group lucky people give free like rt post comment done join group start soon sacred fast ends,change someone life ramadan mubarak challenge group lucky people give free like rt post comment done join group start soon sacred fast end
"['chase', 'world', 'years', 'yet', 'feel', 'empty', 'fast', 'hours', 'yet', 'full', 'minutes', 'ramadan', 'reminds', 'us', 'true', 'fulfillment', 'lies']",chase world years yet feel empty fast hours yet full minutes ramadan reminds us true fulfillment lies,2,"{'neg': 0.215, 'neu': 0.654, 'pos': 0.131, 'compound': -0.2023}",0.215,0.654,0.131,-0.2023,neutral,chase world years yet feel empty fast hours yet full minutes ramadan reminds us true fulfillment lies,chase world year yet feel empty fast hour yet full minute ramadan reminds u true fulfillment lie
"['child', 'given', 'free', 'bacon', 'egg', 'roll', 'morning', 'schools', 'especially', 'ramadan', 'press', '', 'strong', 'australia']",child given free bacon egg roll morning schools especially ramadan press strong australia,2,"{'neg': 0.0, 'neu': 0.616, 'pos': 0.384, 'compound': 0.7823}",0.0,0.616,0.384,0.7823,neutral,child given free bacon egg roll morning schools especially ramadan press  strong australia,child given free bacon egg roll morning school especially ramadan press strong australia
"['child', 'rahaf', 'abu', 'mustafa', 'artist', 'hani', 'dahman', 'city', 'khan', 'yunis', 'southern', 'gaza', 'despite', 'destruction', 'rubble', 'surrounding', 'express', 'joy', 'decorating', 'city', 'streets', 'occasion', 'advent', 'month', 'ramadan']",child rahaf abu mustafa artist hani dahman city khan yunis southern gaza despite destruction rubble surrounding express joy decorating city streets occasion advent month ramadan,2,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7781}",0.0,0.772,0.228,0.7781,neutral,child rahaf abu mustafa artist hani dahman city khan yunis southern gaza despite destruction rubble surrounding express joy decorating city streets occasion advent month ramadan,child rahaf abu mustafa artist hani dahman city khan yunis southern gaza despite destruction rubble surrounding express joy decorating city street occasion advent month ramadan
"['children', 'gaza', 'celebrating', 'ramadan', 'netanyahu', 'cutting', 'aid', 'weaponizing', 'starvation']",children gaza celebrating ramadan netanyahu cutting aid weaponizing starvation,2,"{'neg': 0.123, 'neu': 0.574, 'pos': 0.303, 'compound': 0.4939}",0.123,0.574,0.303,0.4939,neutral,children gaza celebrating ramadan netanyahu cutting aid weaponizing starvation,child gaza celebrating ramadan netanyahu cutting aid weaponizing starvation
"['children', 'village', 'kosovo', 'wait', 'light', 'maret', 'lit', 'maghrib', 'call', 'prayer', 'made', 'run', 'tell', 'families', 'break', 'fast', 'ramadan']",children village kosovo wait light maret lit maghrib call prayer made run tell families break fast ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,children village kosovo wait light maret lit maghrib call prayer made run tell families break fast ramadan,child village kosovo wait light maret lit maghrib call prayer made run tell family break fast ramadan
"['', '', '', 'china', 'bans', 'muslims', 'fasting', 'ramadan', 'forces', 'uyghur', 'people', 'drink', 'alcohol', 'eat', 'pork', 'holy', 'month', 'ramadan', 'according', 'reports', 'china', 'employing', 'spies', 'ensure', 'uyghurs', 'fasting', 'ramadan']",china bans muslims fasting ramadan forces uyghur people drink alcohol eat pork holy month ramadan according reports china employing spies ensure uyghurs fasting ramadan,2,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3818}",0.0,0.898,0.102,0.3818,neutral,   china bans muslims fasting ramadan forces uyghur people drink alcohol eat pork holy month ramadan according reports china employing spies ensure uyghurs fasting ramadan,china ban muslim fasting ramadan force uyghur people drink alcohol eat pork holy month ramadan according report china employing spy ensure uyghurs fasting ramadan
"['christian', 'association', 'nigeria', 'threatens', 'legal', 'action', 'school', 'closures', 'ramadan', 'northern', 'states', 'sahara', 'reporters']",christian association nigeria threatens legal action school closures ramadan northern states sahara reporters,2,"{'neg': 0.172, 'neu': 0.728, 'pos': 0.099, 'compound': -0.2732}",0.172,0.728,0.099,-0.2732,neutral,christian association nigeria threatens legal action school closures ramadan northern states sahara reporters,christian association nigeria threatens legal action school closure ramadan northern state sahara reporter
"['clock', 'tower', 'signals', 'entry', 'month', 'ramadan']",clock tower signals entry month ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,clock tower signals entry month ramadan,clock tower signal entry month ramadan
"['comeonnn', 'post', 'things', 'like', 'ramadan']",comeonnn post things like ramadan,2,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.0,0.615,0.385,0.3612,neutral,comeonnn post things like ramadan,comeonnn post thing like ramadan
"['considered', 'child', 'abuse', 'refuse', 'allow', 'child', 'eat', 'everyone', 'else', 'school', 'eating', 'regardless', 'whether', 'ramadan']",considered child abuse refuse allow child eat everyone else school eating regardless whether ramadan,2,"{'neg': 0.332, 'neu': 0.57, 'pos': 0.098, 'compound': -0.6705}",0.332,0.57,0.098,-0.6705,neutral,considered child abuse refuse allow child eat everyone else school eating regardless whether ramadan,considered child abuse refuse allow child eat everyone else school eating regardless whether ramadan
"['consistency', 'sharing', 'love', 'different', 'religion', 'po', 'supporting', 'breaking', 'fasting', 'people', 'grassroot', 'dawaki', 'central', 'mosque', 'abuja', 'hosted', 'obidient', 'love', 'unisim', 'break', 'fast', 'th', 'day', 'ramadan']",consistency sharing love different religion po supporting breaking fasting people grassroot dawaki central mosque abuja hosted obidient love unisim break fast th day ramadan,2,"{'neg': 0.098, 'neu': 0.518, 'pos': 0.384, 'compound': 0.8885}",0.098,0.518,0.384,0.8885,neutral,consistency sharing love different religion po supporting breaking fasting people grassroot dawaki central mosque abuja hosted obidient love unisim break fast th day ramadan,consistency sharing love different religion po supporting breaking fasting people grassroot dawaki central mosque abuja hosted obidient love unisim break fast th day ramadan
['converted'],converted,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,converted,converted
"['converted', 'art', 'gallery', 'host', 'taraweeh', 'night', 'prayers', 'ramadan', 'really', 'things']",converted art gallery host taraweeh night prayers ramadan really things,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,converted art gallery host taraweeh night prayers ramadan really things,converted art gallery host taraweeh night prayer ramadan really thing
"['copenhagen', 'counter', 'demonstration', 'overlooks', 'ramadan', 'event', 'swedish', 'israeli', 'flag', 'flag', 'reads', 'god', 'bless', 'denmark', 'f', 'k', 'islam', 'another', 'reads', 'patriots', 'go', 'f', 'k', 'islam']",copenhagen counter demonstration overlooks ramadan event swedish israeli flag flag reads god bless denmark f k islam another reads patriots go f k islam,2,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6486}",0.0,0.769,0.231,0.6486,neutral,copenhagen counter demonstration overlooks ramadan event swedish israeli flag flag reads god bless denmark f k islam another reads patriots go f k islam,copenhagen counter demonstration overlook ramadan event swedish israeli flag flag read god bless denmark f k islam another read patriot go f k islam
"['could', 'tell', 'things', 'ramadan', 'like', 'wealthy', 'families', 'sometimes', 'take', 'vacation', 'leave', 'country', 'entire', 'period', 'hard', 'poor', 'labourers', 'oil', 'fields', 'die', 'result', 'heat', 'increase', 'accidents', 'ramadan']",could tell things ramadan like wealthy families sometimes take vacation leave country entire period hard poor labourers oil fields die result heat increase accidents ramadan,2,"{'neg': 0.329, 'neu': 0.47, 'pos': 0.202, 'compound': -0.5574}",0.329,0.47,0.202,-0.5574,neutral,could tell things ramadan like wealthy families sometimes take vacation leave country entire period hard poor labourers oil fields die result heat increase accidents ramadan,could tell thing ramadan like wealthy family sometimes take vacation leave country entire period hard poor labourer oil field die result heat increase accident ramadan
"['crore', 'hindus', 'visited', 'prayagraj', 'kumbh', 'flag', 'march', 'security', 'threat', 'devotees', 'welcomed', 'pride', 'festivals', 'come', 'high', 'threat', 'perception', 'police', 'conducting', 'flag', 'marches', 'ahead', 'ramadan']",crore hindus visited prayagraj kumbh flag march security threat devotees welcomed pride festivals come high threat perception police conducting flag marches ahead ramadan,2,"{'neg': 0.2, 'neu': 0.471, 'pos': 0.329, 'compound': 0.34}",0.2,0.471,0.329,0.34,neutral,crore hindus visited prayagraj kumbh flag march security threat devotees welcomed pride festivals come high threat perception police conducting flag marches ahead ramadan,crore hindu visited prayagraj kumbh flag march security threat devotee welcomed pride festival come high threat perception police conducting flag march ahead ramadan
"['crossings', 'closed', 'siege', 'tightened', 'prices', 'risen', 'unbearable', 'levels', 'markets', 'full', 'goods', 'eyes', 'stare', 'regret', 'hands', 'empty', 'unable', 'pay', 'gaza', 'ramadan', 'month', 'joy', 'expansion', 'month']",crossings closed siege tightened prices risen unbearable levels markets full goods eyes stare regret hands empty unable pay gaza ramadan month joy expansion month,2,"{'neg': 0.201, 'neu': 0.671, 'pos': 0.128, 'compound': -0.0516}",0.201,0.671,0.128,-0.0516,neutral,crossings closed siege tightened prices risen unbearable levels markets full goods eyes stare regret hands empty unable pay gaza ramadan month joy expansion month,crossing closed siege tightened price risen unbearable level market full good eye stare regret hand empty unable pay gaza ramadan month joy expansion month
"['cute', 'moments', 'ramadan', 'imran', 'khan', 'good', 'night']",cute moments ramadan imran khan good night,1,"{'neg': 0.0, 'neu': 0.459, 'pos': 0.541, 'compound': 0.7096}",0.0,0.459,0.541,0.7096,positive,cute moments ramadan imran khan good night,cute moment ramadan imran khan good night
"['daily', 'prayer', 'times', 'haramain', 'ramadan', 'march', 'may', 'all h', 'accept', 'siy m', 'qiy m', 'acts', 'worship', 'may', 'grant', 'us', 'ability', 'utilise', 'precious', 'moments', 'remaining', 'blessed', 'month', 'engage', 'pleases', 'aameen', 'haramaininfo', 'ramadan']",daily prayer times haramain ramadan march may all h accept siy m qiy m acts worship may grant us ability utilise precious moments remaining blessed month engage pleases aameen haramaininfo ramadan,2,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.9652}",0.0,0.508,0.492,0.9652,neutral,daily prayer times haramain ramadan march may all h accept siy m qiy m acts worship may grant us ability utilise precious moments remaining blessed month engage pleases aameen haramaininfo ramadan,daily prayer time haramain ramadan march may h accept siy qiy act worship may grant u ability utilise precious moment remaining blessed month engage pleases aameen haramaininfo ramadan
"['day', 'ramadan', 'first', 'day', 'iftar', 'fasting', 'ppl', 'handed', 'water', 'dates', 'dried', 'figs', 'ppl', 'iftar', 'mosque', 'waiting', 'maghrib', 'prayer', 'break', 'fast', 'praying', 'allah', 'accepts', 'us', 'ramadan', 'next', 'plan', 'suhoor']",day ramadan first day iftar fasting ppl handed water dates dried figs ppl iftar mosque waiting maghrib prayer break fast praying allah accepts us ramadan next plan suhoor,2,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5859}",0.0,0.844,0.156,0.5859,neutral,day ramadan first day iftar fasting ppl handed water dates dried figs ppl iftar mosque waiting maghrib prayer break fast praying allah accepts us ramadan next plan suhoor,day ramadan first day iftar fasting ppl handed water date dried fig ppl iftar mosque waiting maghrib prayer break fast praying allah accepts u ramadan next plan suhoor
"['day', 'ramadan', 'may', 'allah', 'allow', 'us', 'see']",day ramadan may allah allow us see,2,"{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.0,0.759,0.241,0.2263,neutral,day ramadan may allah allow us see,day ramadan may allah allow u see
"['day', 'ramadan', 'may', 'allah', 'continue', 'answer', 'prayers']",day ramadan may allah continue answer prayers,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,day ramadan may allah continue answer prayers,day ramadan may allah continue answer prayer
"['day', 'without', 'food', 'feels', 'empty', 'heart', 'without', 'allah', 'emptier', 'let', 'ramadan', 'time', 'refill', 'faith']",day without food feels empty heart without allah emptier let ramadan time refill faith,1,"{'neg': 0.0, 'neu': 0.497, 'pos': 0.503, 'compound': 0.8446}",0.0,0.497,0.503,0.8446,positive,day without food feels empty heart without allah emptier let ramadan time refill faith,day without food feel empty heart without allah emptier let ramadan time refill faith
"['daylight', 'savings', 'ramadan', 'diabolical']",daylight savings ramadan diabolical,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,daylight savings ramadan diabolical,daylight saving ramadan diabolical
"['days', 'continuous', 'siege', 'since', 'beginning', 'ramadan', 'goods', 'market', 'high', 'prices', 'please', 'ignore', 'message', 'appeal', 'please', 'help', 'family', 'provide', 'food', 'daily', 'necessities', 'share', 'donation']",days continuous siege since beginning ramadan goods market high prices please ignore message appeal please help family provide food daily necessities share donation,2,"{'neg': 0.083, 'neu': 0.6, 'pos': 0.317, 'compound': 0.7184}",0.083,0.6,0.317,0.7184,neutral,days continuous siege since beginning ramadan goods market high prices please ignore message appeal please help family provide food daily necessities share donation,day continuous siege since beginning ramadan good market high price please ignore message appeal please help family provide food daily necessity share donation
"['days', 'left', 'ramadan']",days left ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,days left ramadan,day left ramadan
"['days', 'ramadan', 'allah', 'allow', 'us', 'reach', 'ramadan', 'ramadan', 'h']",days ramadan allah allow us reach ramadan ramadan h,2,"{'neg': 0.0, 'neu': 0.7, 'pos': 0.3, 'compound': 0.25}",0.0,0.7,0.3,0.25,neutral,days ramadan allah allow us reach ramadan ramadan h,day ramadan allah allow u reach ramadan ramadan h
"['days', 'ramadan', 'moon']",days ramadan moon,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,days ramadan moon,day ramadan moon
"['dazt', 'yom', 'framadan', 'imma', 'miss', 'vibes']",dazt yom framadan imma miss vibes,2,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.1531}",0.242,0.758,0.0,-0.1531,neutral,dazt yom framadan imma miss vibes,dazt yom framadan imma miss vibe
"['dearest', 'reader', 'may', 'come', 'ramadan', 'every', 'single', 'dua', 'answered', '']",dearest reader may come ramadan every single dua answered,2,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}",0.0,0.69,0.31,0.5574,neutral,dearest reader may come ramadan every single dua answered ,dearest reader may come ramadan every single dua answered
"['deeply', 'troubling', 'witness', 'vulgar', 'images', 'recent', 'fashion', 'show', 'gulmarg', 'fact', 'event', 'descended', 'indecent', 'spectacle', 'took', 'place', 'sacred', 'month', 'ramadan', 'nothing', 'short', 'shocking', 'deplorable', 'private', 'hoteliers']",deeply troubling witness vulgar images recent fashion show gulmarg fact event descended indecent spectacle took place sacred month ramadan nothing short shocking deplorable private hoteliers,2,"{'neg': 0.131, 'neu': 0.792, 'pos': 0.078, 'compound': -0.3685}",0.131,0.792,0.078,-0.3685,neutral,deeply troubling witness vulgar images recent fashion show gulmarg fact event descended indecent spectacle took place sacred month ramadan nothing short shocking deplorable private hoteliers,deeply troubling witness vulgar image recent fashion show gulmarg fact event descended indecent spectacle took place sacred month ramadan nothing short shocking deplorable private hotelier
"['delighted', 'break', 'fast', 'peshmerga', 'kirkuk', 'front', 'kurdish', 'farmers', 'area', 'wish', 'everyone', 'good', 'health', 'month', 'ramadan', 'may', 'kurdistan', 'remain', 'safe', 'prosperous']",delighted break fast peshmerga kirkuk front kurdish farmers area wish everyone good health month ramadan may kurdistan remain safe prosperous,2,"{'neg': 0.0, 'neu': 0.502, 'pos': 0.498, 'compound': 0.9313}",0.0,0.502,0.498,0.9313,neutral,delighted break fast peshmerga kirkuk front kurdish farmers area wish everyone good health month ramadan may kurdistan remain safe prosperous,delighted break fast peshmerga kirkuk front kurdish farmer area wish everyone good health month ramadan may kurdistan remain safe prosperous
"['despite', 'extensive', 'destruction', 'palestinian', 'family', 'gathered', 'iftar', 'first', 'day', 'ramadan', 'amid', 'rubble', 'home', 'khan', 'yunis', 'city', 'southern', 'gaza', 'strip', 'destroyed', 'israeli', 'genocide', 'lasted', 'nearly', 'months']",despite extensive destruction palestinian family gathered iftar first day ramadan amid rubble home khan yunis city southern gaza strip destroyed israeli genocide lasted nearly months,2,"{'neg': 0.11, 'neu': 0.788, 'pos': 0.103, 'compound': -0.0521}",0.11,0.788,0.103,-0.0521,neutral,despite extensive destruction palestinian family gathered iftar first day ramadan amid rubble home khan yunis city southern gaza strip destroyed israeli genocide lasted nearly months,despite extensive destruction palestinian family gathered iftar first day ramadan amid rubble home khan yunis city southern gaza strip destroyed israeli genocide lasted nearly month
"['despite', 'heavy', 'israeli', 'restrictions', 'palestinians', 'performed', 'first', 'friday', 'prayers', 'ramadan', 'alaqsamosque']",despite heavy israeli restrictions palestinians performed first friday prayers ramadan alaqsamosque,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,despite heavy israeli restrictions palestinians performed first friday prayers ramadan alaqsamosque,despite heavy israeli restriction palestinian performed first friday prayer ramadan alaqsamosque
"['despite', 'heavy', 'israeli', 'restrictions', 'palestinians', 'performed', 'taraweeh', 'prayers', 'evening', 'alaqsamosque', 'ramadan', 'ramadan']",despite heavy israeli restrictions palestinians performed taraweeh prayers evening alaqsamosque ramadan ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,despite heavy israeli restrictions palestinians performed taraweeh prayers evening alaqsamosque ramadan ramadan,despite heavy israeli restriction palestinian performed taraweeh prayer evening alaqsamosque ramadan ramadan
"['despite', 'israeli', 'restrictions', 'palestinians', 'performed', 'taraweeh', 'prayers', 'evening', 'alaqsamosque', 'ramadan', 'ramadan']",despite israeli restrictions palestinians performed taraweeh prayers evening alaqsamosque ramadan ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,despite israeli restrictions palestinians performed taraweeh prayers evening alaqsamosque ramadan ramadan,despite israeli restriction palestinian performed taraweeh prayer evening alaqsamosque ramadan ramadan
"['despite', 'widespread', 'devastation', 'palestinian', 'families', 'gaza', 'open', 'fasts', 'destroyed', 'homes', 'ramadan']",despite widespread devastation palestinian families gaza open fasts destroyed homes ramadan,2,"{'neg': 0.22, 'neu': 0.619, 'pos': 0.16, 'compound': -0.2187}",0.22,0.619,0.16,-0.2187,neutral,despite widespread devastation palestinian families gaza open fasts destroyed homes ramadan,despite widespread devastation palestinian family gaza open fast destroyed home ramadan
"['distributed', 'freshly', 'prepared', 'meals', 'displaced', 'families', 'part', 'ramadan', 'campaign', 'thankful', 'immense', 'support', 'helping', 'families', 'gaza', 'link', 'donate']",distributed freshly prepared meals displaced families part ramadan campaign thankful immense support helping families gaza link donate,2,"{'neg': 0.0, 'neu': 0.553, 'pos': 0.447, 'compound': 0.8591}",0.0,0.553,0.447,0.8591,neutral,distributed freshly prepared meals displaced families part ramadan campaign thankful immense support helping families gaza link donate,distributed freshly prepared meal displaced family part ramadan campaign thankful immense support helping family gaza link donate
"['donatetoskmch', 'generously', 'ramadan']",donatetoskmch generously ramadan,1,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.4215}",0.0,0.417,0.583,0.4215,positive,donatetoskmch generously ramadan,donatetoskmch generously ramadan
"['', '', 'donations', 'almost', 'non-existent', 'light', 'high', 'prices', 'holy', 'month', 'ramadan', 'hope', 'stand', 'idly', 'look', 'tragedy']",donations almost non-existent light high prices holy month ramadan hope stand idly look tragedy,2,"{'neg': 0.228, 'neu': 0.622, 'pos': 0.15, 'compound': -0.3612}",0.228,0.622,0.15,-0.3612,neutral,  donations almost non-existent light high prices holy month ramadan hope stand idly look tragedy,donation almost light high price holy month ramadan hope stand idly look tragedy
"['dramatic', 'ass', 'would', 'survive', 'first', 'day', 'ramadan', 'house']",dramatic ass would survive first day ramadan house,2,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",0.333,0.667,0.0,-0.5423,neutral,dramatic ass would survive first day ramadan house,dramatic as would survive first day ramadan house
"['du a', 'start', 'ramadan', 'strong', '']",du a start ramadan strong,2,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.5106}",0.0,0.548,0.452,0.5106,neutral,du a start ramadan strong ,du start ramadan strong
"['du aas', 'change', 'life', 'rama n', '', 'thread']",du aas change life rama n thread,2,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.0,0.632,0.368,0.5423,neutral,du aas change life rama n  thread,du aa change life rama n thread
"['dua', 'fasting', 'person', 'rejected', 'please', 'forget', 'mention', 'palestine', 'oppressed', 'muslims', 'ramadan', '', '', '']",dua fasting person rejected please forget mention palestine oppressed muslims ramadan,0,"{'neg': 0.472, 'neu': 0.398, 'pos': 0.131, 'compound': -0.7184}",0.472,0.398,0.131,-0.7184,negative,dua fasting person rejected please forget mention palestine oppressed muslims ramadan   ,dua fasting person rejected please forget mention palestine oppressed muslim ramadan
"['dua s', 'change', 'life', 'ramadan', '', 'thread']",dua s change life ramadan thread,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,dua s change life ramadan  thread,dua change life ramadan thread
"['dua', 'start', 'ramadan', 'strong']",dua start ramadan strong,1,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.5106}",0.0,0.476,0.524,0.5106,positive,dua start ramadan strong,dua start ramadan strong
"['duas', 'change', 'life', 'ramadan']",duas change life ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,duas change life ramadan,duas change life ramadan
"['duas', 'memorize', 'ramadan']",duas memorize ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,duas memorize ramadan,duas memorize ramadan
"['due', 'ramadan', 'muslim', 'woman', 'covered', 'mannequins', 'clothing', 'store', 'saying', 'might', 'tempting', 'men']",due ramadan muslim woman covered mannequins clothing store saying might tempting men,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,due ramadan muslim woman covered mannequins clothing store saying might tempting men,due ramadan muslim woman covered mannequin clothing store saying might tempting men
"['e', 'safety', 'commissioner', 'says', 'pictures', 'bacon', 'egg', 'rolls', 'posted', 'ramadan', 'press', '', 'love', 'bacon', 'egg', 'rolls']",e safety commissioner says pictures bacon egg rolls posted ramadan press love bacon egg rolls,2,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.7906}",0.0,0.65,0.35,0.7906,neutral,e safety commissioner says pictures bacon egg rolls posted ramadan press  love bacon egg rolls,e safety commissioner say picture bacon egg roll posted ramadan press love bacon egg roll
"['earlier', 'today', 'state', 'house', 'mosque', 'represented', 'boss', 'president', 'opening', 'tafseer', 'month', 'ramadan', 'delivering', 'message', 'called', 'fervent', 'prayers', 'country', 'leaders', 'peace', 'stability', 'progress', 'nation']",earlier today state house mosque represented boss president opening tafseer month ramadan delivering message called fervent prayers country leaders peace stability progress nation,2,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.8126}",0.0,0.704,0.296,0.8126,neutral,earlier today state house mosque represented boss president opening tafseer month ramadan delivering message called fervent prayers country leaders peace stability progress nation,earlier today state house mosque represented bos president opening tafseer month ramadan delivering message called fervent prayer country leader peace stability progress nation
"['effective', 'ramadan', 'lifehacks']",effective ramadan lifehacks,1,"{'neg': 0.0, 'neu': 0.392, 'pos': 0.608, 'compound': 0.4767}",0.0,0.392,0.608,0.4767,positive,effective ramadan lifehacks,effective ramadan lifehacks
"['egyptians', 'preparations', 'holy', 'month', 'ramadan']",egyptians preparations holy month ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,egyptians preparations holy month ramadan,egyptian preparation holy month ramadan
"['embassy', 'russia', 'sends', 'warmest', 'wishes', 'muslims', 'pakistan', 'holy', 'month', 'ramadan', 'ramadan', 'kareem']",embassy russia sends warmest wishes muslims pakistan holy month ramadan ramadan kareem,2,"{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.5106}",0.0,0.699,0.301,0.5106,neutral,embassy russia sends warmest wishes muslims pakistan holy month ramadan ramadan kareem,embassy russia sends warmest wish muslim pakistan holy month ramadan ramadan kareem
"['end', 'ramadan', 'allah', 'heal', 'heart', 'ease', 'burdens', 'fill', 'peace']",end ramadan allah heal heart ease burdens fill peace,1,"{'neg': 0.141, 'neu': 0.282, 'pos': 0.576, 'compound': 0.8271}",0.141,0.282,0.576,0.8271,positive,end ramadan allah heal heart ease burdens fill peace,end ramadan allah heal heart ease burden fill peace
"['engagement', 'find', 'thread', 'ramadan', 'tell', 'muslims', 'eating', 'hours', 'big', 'deal']",engagement find thread ramadan tell muslims eating hours big deal,2,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}",0.0,0.75,0.25,0.4588,neutral,engagement find thread ramadan tell muslims eating hours big deal,engagement find thread ramadan tell muslim eating hour big deal
"['even', 'ramadan', 'find', 'brothers', 'sisters', 'able', 'north', '']",even ramadan find brothers sisters able north,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,even ramadan find brothers sisters able north ,even ramadan find brother sister able north
"['even', 'saudi', 'arabia', 'uae', 'islam', 'central', 'ramadan', 'deeply', 'revered', 'schools', 'remain', 'open', 'informs', 'northern', 'states', 'christian', 'association', 'nigeria', 'criticized', 'directive', 'close', 'schools', 'bauchi', 'katsina', 'kano', 'kebbi', 'states']",even saudi arabia uae islam central ramadan deeply revered schools remain open informs northern states christian association nigeria criticized directive close schools bauchi katsina kano kebbi states,2,"{'neg': 0.08, 'neu': 0.804, 'pos': 0.116, 'compound': 0.2716}",0.08,0.804,0.116,0.2716,neutral,even saudi arabia uae islam central ramadan deeply revered schools remain open informs northern states christian association nigeria criticized directive close schools bauchi katsina kano kebbi states,even saudi arabia uae islam central ramadan deeply revered school remain open informs northern state christian association nigeria criticized directive close school bauchi katsina kano kebbi state
"['ever', 'performed', 'umrah', 'ramadan']",ever performed umrah ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,ever performed umrah ramadan,ever performed umrah ramadan
"['ever', 'travelled', 'perform', 'umrah', 'ramadan']",ever travelled perform umrah ramadan,2,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral,ever travelled perform umrah ramadan,ever travelled perform umrah ramadan
"['every', 'flower', 'soul', 'blossoming', 'nature', 'happy', 'thursday', 'ramadan', 'kareem']",every flower soul blossoming nature happy thursday ramadan kareem,2,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}",0.0,0.684,0.316,0.5719,neutral,every flower soul blossoming nature happy thursday ramadan kareem,every flower soul blossoming nature happy thursday ramadan kareem
